MapDate,Name,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20090519,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Midwest,88.49,11.51,6.19,1.16,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Northeast,90.44,9.56,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Northern Forests\n,89.08,10.92,4.29,0.80,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Northwest,75.11,24.89,5.50,0.05,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Nothern Plains\n,83.74,16.26,2.07,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090519,Southeast,91.18,8.82,4.80,3.44,0.55,0.00,2009-05-19,2009-05-25,1
20090519,Southern Plains\n,54.00,46.00,33.15,23.05,13.00,5.40,2009-05-19,2009-05-25,1
20090519,Southwest,20.40,79.60,45.00,16.53,0.00,0.00,2009-05-19,2009-05-25,1
20090512,California,3.65,96.35,72.11,35.29,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Midwest,86.29,13.71,7.44,1.16,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Northeast,80.24,19.76,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Northern Forests\n,84.43,15.57,5.15,0.80,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Northwest,75.11,24.89,5.82,0.05,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Nothern Plains\n,86.47,13.53,2.07,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090512,Southeast,86.46,13.54,6.73,6.21,3.24,0.00,2009-05-12,2009-05-18,1
20090512,Southern Plains\n,54.04,45.96,32.45,24.35,15.05,9.46,2009-05-12,2009-05-18,1
20090512,Southwest,21.29,78.71,42.46,14.65,0.00,0.00,2009-05-12,2009-05-18,1
20090505,California,3.65,96.35,72.11,35.29,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Midwest,84.62,15.38,8.79,1.82,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Northeast,71.75,28.25,0.00,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Northern Forests\n,80.67,19.33,6.09,1.26,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Northwest,75.78,24.22,6.04,0.05,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Nothern Plains\n,81.36,18.64,1.95,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090505,Southeast,80.71,19.29,8.04,5.15,1.23,0.00,2009-05-05,2009-05-11,1
20090505,Southern Plains\n,50.58,49.42,34.73,25.20,13.74,6.18,2009-05-05,2009-05-11,1
20090505,Southwest,19.37,80.63,39.14,13.89,0.00,0.00,2009-05-05,2009-05-11,1
20090428,California,3.65,96.35,73.00,38.81,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Midwest,84.22,15.78,8.79,1.82,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Northeast,51.89,48.11,0.00,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Northern Forests\n,74.30,25.70,6.09,1.26,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Northwest,75.72,24.28,6.97,0.39,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Nothern Plains\n,70.67,29.33,2.30,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090428,Southeast,75.68,24.32,8.52,5.15,0.97,0.00,2009-04-28,2009-05-04,1
20090428,Southern Plains\n,40.61,59.39,40.01,27.69,13.59,6.18,2009-04-28,2009-05-04,1
20090428,Southwest,17.05,82.95,38.65,15.13,0.00,0.00,2009-04-28,2009-05-04,1
20090421,California,3.65,96.35,73.00,38.81,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Midwest,83.26,16.74,11.09,5.99,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Northeast,66.74,33.26,0.00,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Northern Forests\n,78.19,21.81,7.69,4.15,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Northwest,75.71,24.29,6.98,0.39,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Nothern Plains\n,74.25,25.75,2.30,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090421,Southeast,79.62,20.38,8.52,4.22,0.84,0.00,2009-04-21,2009-04-27,1
20090421,Southern Plains\n,37.22,62.78,43.34,30.63,14.44,7.12,2009-04-21,2009-04-27,1
20090421,Southwest,15.70,84.30,39.82,15.13,0.00,0.00,2009-04-21,2009-04-27,1
20090414,California,5.15,94.85,62.69,35.49,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Midwest,81.07,18.93,11.09,6.16,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Northeast,64.97,35.03,4.76,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Northern Forests\n,76.13,23.87,9.15,4.27,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Northwest,80.86,19.14,7.68,0.39,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Nothern Plains\n,69.54,30.46,4.10,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090414,Southeast,78.75,21.25,10.14,4.89,0.42,0.00,2009-04-14,2009-04-20,1
20090414,Southern Plains\n,24.76,75.24,49.88,34.21,15.96,7.31,2009-04-14,2009-04-20,1
20090414,Southwest,23.79,76.21,36.88,13.92,0.04,0.00,2009-04-14,2009-04-20,1
20090407,California,5.15,94.85,62.69,35.49,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Midwest,81.83,18.17,10.77,3.87,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Northeast,63.22,36.78,4.76,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Northern Forests\n,76.11,23.89,8.93,2.68,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Northwest,79.86,20.14,7.68,0.39,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Nothern Plains\n,69.40,30.60,4.40,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Southeast,74.18,25.82,12.10,4.68,0.00,0.00,2009-04-07,2009-04-13,1
20090407,Southern Plains\n,17.46,82.54,57.65,37.47,15.65,4.50,2009-04-07,2009-04-13,1
20090407,Southwest,28.59,71.41,37.85,13.92,0.04,0.00,2009-04-07,2009-04-13,1
20090331,California,5.15,94.85,63.83,22.53,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Midwest,82.50,17.50,9.89,3.87,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Northeast,63.12,36.88,4.32,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Northern Forests\n,76.55,23.45,8.18,2.68,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Northwest,78.84,21.16,7.97,0.19,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Nothern Plains\n,61.38,38.62,6.99,0.02,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Southeast,60.87,39.13,19.89,4.51,0.00,0.00,2009-03-31,2009-04-06,1
20090331,Southern Plains\n,17.89,82.11,60.53,35.70,15.65,4.50,2009-03-31,2009-04-06,1
20090331,Southwest,28.45,71.55,38.69,8.39,0.04,0.00,2009-03-31,2009-04-06,1
20090324,California,5.15,94.85,63.83,22.53,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Midwest,82.50,17.50,9.89,3.87,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Northeast,63.12,36.88,4.33,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Northern Forests\n,76.55,23.45,8.18,2.68,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Northwest,78.84,21.16,7.97,0.19,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Nothern Plains\n,61.31,38.69,7.65,0.01,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Southeast,29.83,70.17,28.33,7.05,0.00,0.00,2009-03-24,2009-03-30,1
20090324,Southern Plains\n,8.31,91.69,62.66,33.27,13.70,4.50,2009-03-24,2009-03-30,1
20090324,Southwest,28.45,71.55,38.69,8.44,0.04,0.00,2009-03-24,2009-03-30,1
20090317,California,5.15,94.85,63.83,22.50,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Midwest,84.46,15.54,10.05,3.87,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Northeast,90.19,9.81,0.87,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Northern Forests\n,86.22,13.78,7.23,2.68,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Northwest,78.84,21.16,7.97,0.19,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Nothern Plains\n,61.74,38.26,6.63,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090317,Southeast,30.82,69.18,28.34,7.05,0.88,0.00,2009-03-17,2009-03-23,1
20090317,Southern Plains\n,10.24,89.76,56.51,31.40,12.58,4.50,2009-03-17,2009-03-23,1
20090317,Southwest,30.70,69.30,34.42,8.43,0.04,0.00,2009-03-17,2009-03-23,1
20090310,California,5.15,94.85,62.32,22.50,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Midwest,84.46,15.54,10.05,3.87,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Northeast,91.85,8.15,0.88,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Northern Forests\n,86.73,13.27,7.23,2.68,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Northwest,78.84,21.16,7.97,0.19,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Nothern Plains\n,62.46,37.54,5.57,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090310,Southeast,28.01,71.99,29.66,5.49,0.88,0.00,2009-03-10,2009-03-16,1
20090310,Southern Plains\n,10.24,89.76,65.70,32.05,14.25,6.09,2009-03-10,2009-03-16,1
20090310,Southwest,30.70,69.30,34.05,8.47,0.04,0.00,2009-03-10,2009-03-16,1
20090303,California,5.15,94.85,70.73,41.84,4.37,0.00,2009-03-03,2009-03-09,1
20090303,Caribbean,79.67,20.33,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Midwest,84.46,15.54,10.05,3.87,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Northeast,91.85,8.15,0.83,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Northern Forests\n,86.73,13.27,7.22,2.68,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Northwest,72.81,27.19,9.70,0.57,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Nothern Plains\n,61.80,38.20,7.06,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090303,Southeast,31.35,68.65,28.48,3.98,0.88,0.00,2009-03-03,2009-03-09,1
20090303,Southern Plains\n,12.88,87.12,58.80,30.77,13.78,6.09,2009-03-03,2009-03-09,1
20090303,Southwest,32.55,67.45,35.97,15.48,1.20,0.00,2009-03-03,2009-03-09,1
20090224,California,5.15,94.85,70.73,49.69,14.78,0.00,2009-02-24,2009-03-02,1
20090224,Caribbean,95.16,4.84,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Midwest,82.86,17.14,10.67,4.29,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Northeast,93.39,6.61,0.83,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Northern Forests\n,86.09,13.91,7.65,2.97,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Northwest,73.25,26.75,9.70,0.57,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Nothern Plains\n,62.96,37.04,5.37,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090224,Southeast,37.44,62.56,26.58,3.98,1.04,0.00,2009-02-24,2009-03-02,1
20090224,Southern Plains\n,23.84,76.16,52.78,29.39,12.67,5.44,2009-02-24,2009-03-02,1
20090224,Southwest,35.17,64.83,34.50,17.57,3.97,0.00,2009-02-24,2009-03-02,1
20090217,California,5.15,94.85,70.73,50.06,16.70,0.00,2009-02-17,2009-02-23,1
20090217,Caribbean,95.16,4.84,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Midwest,82.86,17.14,10.67,4.29,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Northeast,93.39,6.61,0.83,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Northern Forests\n,86.09,13.91,7.65,2.97,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Northwest,73.53,26.47,7.27,0.57,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Nothern Plains\n,62.70,37.30,4.74,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090217,Southeast,38.25,61.75,20.12,3.39,1.04,0.00,2009-02-17,2009-02-23,1
20090217,Southern Plains\n,24.46,75.54,45.69,29.39,12.67,5.44,2009-02-17,2009-02-23,1
20090217,Southwest,35.15,64.85,34.37,19.62,4.49,0.00,2009-02-17,2009-02-23,1
20090210,California,0.90,99.10,78.76,54.70,19.00,0.00,2009-02-10,2009-02-16,1
20090210,Caribbean,90.00,10.00,0.00,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Midwest,81.49,18.51,10.67,4.29,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Northeast,92.75,7.25,0.83,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Northern Forests\n,84.95,15.05,7.65,2.97,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Northwest,71.44,28.56,7.27,0.57,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Nothern Plains\n,62.70,37.30,4.33,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090210,Southeast,39.26,60.74,16.09,2.57,0.89,0.00,2009-02-10,2009-02-16,1
20090210,Southern Plains\n,21.14,78.86,51.76,30.91,12.44,4.84,2009-02-10,2009-02-16,1
20090210,Southwest,30.79,69.21,38.38,20.85,5.10,0.00,2009-02-10,2009-02-16,1
20090203,California,0.77,99.23,89.43,54.70,19.01,0.00,2009-02-03,2009-02-09,1
20090203,Caribbean,90.00,10.00,0.00,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Midwest,81.49,18.51,10.67,3.70,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Northeast,95.20,4.80,0.85,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Northern Forests\n,85.70,14.30,7.65,2.56,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Northwest,65.35,34.65,7.27,0.57,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Nothern Plains\n,68.38,31.62,6.41,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090203,Southeast,64.96,35.04,9.44,2.57,0.89,0.00,2009-02-03,2009-02-09,1
20090203,Southern Plains\n,22.36,77.64,50.29,30.71,12.44,4.23,2009-02-03,2009-02-09,1
20090203,Southwest,33.15,66.85,42.16,20.84,5.09,0.00,2009-02-03,2009-02-09,1
20090127,California,1.23,98.77,88.21,48.90,15.94,0.00,2009-01-27,2009-02-02,1
20090127,Caribbean,90.00,10.00,0.00,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Midwest,77.61,22.39,10.67,3.70,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Northeast,90.32,9.68,1.84,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Northern Forests\n,81.51,18.49,7.96,2.56,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Northwest,66.10,33.90,7.23,0.57,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Nothern Plains\n,67.86,32.14,6.46,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090127,Southeast,59.83,40.17,8.89,2.33,0.94,0.00,2009-01-27,2009-02-02,1
20090127,Southern Plains\n,24.82,75.18,46.17,25.92,10.47,2.64,2009-01-27,2009-02-02,1
20090127,Southwest,33.62,66.38,41.81,19.07,4.29,0.00,2009-01-27,2009-02-02,1
20090120,California,1.71,98.29,88.21,48.90,12.97,0.00,2009-01-20,2009-01-26,1
20090120,Caribbean,90.00,10.00,0.00,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Midwest,77.59,22.41,10.67,3.70,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Northeast,90.36,9.64,1.84,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Northern Forests\n,81.51,18.49,7.96,2.56,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Northwest,67.14,32.86,7.23,0.57,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Nothern Plains\n,67.97,32.03,6.44,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090120,Southeast,65.87,34.13,8.44,2.33,0.94,0.00,2009-01-20,2009-01-26,1
20090120,Southern Plains\n,40.00,60.00,33.96,14.88,10.19,2.64,2009-01-20,2009-01-26,1
20090120,Southwest,34.46,65.54,41.81,19.07,3.50,0.00,2009-01-20,2009-01-26,1
20090113,California,1.71,98.29,88.21,44.08,2.77,0.00,2009-01-13,2009-01-19,1
20090113,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Midwest,77.59,22.41,11.29,3.70,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Northeast,90.36,9.64,1.85,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Northern Forests\n,81.51,18.49,8.39,2.56,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Northwest,66.44,33.56,7.62,0.57,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Nothern Plains\n,67.27,32.73,7.11,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090113,Southeast,66.42,33.58,8.75,2.15,0.94,0.00,2009-01-13,2009-01-19,1
20090113,Southern Plains\n,41.32,58.68,32.17,13.84,9.56,2.64,2009-01-13,2009-01-19,1
20090113,Southwest,34.46,65.54,41.82,17.79,0.82,0.00,2009-01-13,2009-01-19,1
20090106,California,1.71,98.29,88.21,41.26,2.77,0.00,2009-01-06,2009-01-12,1
20090106,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Midwest,77.60,22.40,11.29,3.70,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Northeast,88.72,11.28,3.36,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Northern Forests\n,81.02,18.98,8.86,2.56,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Northwest,66.28,33.72,7.64,0.57,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Nothern Plains\n,56.62,43.38,7.56,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20090106,Southeast,65.81,34.19,17.51,2.96,1.53,0.00,2009-01-06,2009-01-12,1
20090106,Southern Plains\n,52.06,47.94,17.73,10.08,5.76,2.64,2009-01-06,2009-01-12,1
20090106,Southwest,35.86,64.14,42.19,17.04,0.82,0.00,2009-01-06,2009-01-12,1
20081230,California,1.69,98.31,88.21,43.02,2.77,0.00,2008-12-30,2009-01-05,1
20081230,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Midwest,77.03,22.97,11.89,3.70,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Northeast,88.72,11.28,4.69,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Northern Forests\n,80.62,19.38,9.68,2.56,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Northwest,65.17,34.83,7.64,0.57,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Nothern Plains\n,55.97,44.03,7.56,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081230,Southeast,70.51,29.49,16.42,3.85,1.69,0.00,2008-12-30,2009-01-05,1
20081230,Southern Plains\n,56.12,43.88,17.73,10.08,5.76,2.64,2008-12-30,2009-01-05,1
20081230,Southwest,34.00,66.00,42.31,17.71,0.86,0.00,2008-12-30,2009-01-05,1
20081223,California,0.07,99.93,88.79,43.02,2.77,0.00,2008-12-23,2008-12-29,1
20081223,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Midwest,72.11,27.89,12.82,3.70,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Northeast,88.10,11.90,4.81,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Northern Forests\n,77.02,22.98,10.36,2.56,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Northwest,64.45,35.55,7.97,0.57,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Nothern Plains\n,53.48,46.52,9.41,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081223,Southeast,66.80,33.20,17.89,6.68,2.38,0.00,2008-12-23,2008-12-29,1
20081223,Southern Plains\n,49.28,50.72,19.73,10.24,5.76,2.64,2008-12-23,2008-12-29,1
20081223,Southwest,29.81,70.19,42.46,17.71,0.86,0.00,2008-12-23,2008-12-29,1
20081216,California,0.00,100.00,93.97,50.72,5.83,0.00,2008-12-16,2008-12-22,1
20081216,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Midwest,70.16,29.84,13.85,3.70,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Northeast,80.41,19.59,4.81,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Northern Forests\n,73.30,26.70,11.07,2.56,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Northwest,61.29,38.71,8.24,0.57,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Nothern Plains\n,53.48,46.52,9.41,0.00,0.00,0.00,2008-12-16,2008-12-22,1
20081216,Southeast,67.04,32.96,17.89,7.24,2.65,0.00,2008-12-16,2008-12-22,1
20081216,Southern Plains\n,57.48,42.52,19.73,10.24,5.76,2.64,2008-12-16,2008-12-22,1
20081216,Southwest,26.07,73.93,43.90,19.76,1.67,0.00,2008-12-16,2008-12-22,1
20081209,California,0.00,100.00,87.41,49.19,3.21,0.00,2008-12-09,2008-12-15,1
20081209,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Midwest,70.17,29.83,13.91,3.70,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Northeast,76.44,23.56,5.76,0.61,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Northern Forests\n,72.09,27.91,11.41,2.75,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Northwest,66.73,33.27,8.12,0.57,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Nothern Plains\n,56.59,43.41,9.18,0.00,0.00,0.00,2008-12-09,2008-12-15,1
20081209,Southeast,52.52,47.48,25.24,15.65,7.73,2.82,2008-12-09,2008-12-15,1
20081209,Southern Plains\n,59.58,40.42,19.73,10.24,5.16,2.03,2008-12-09,2008-12-15,1
20081209,Southwest,25.93,74.07,42.19,19.37,0.97,0.00,2008-12-09,2008-12-15,1
20081202,California,0.00,100.00,86.02,41.34,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Midwest,66.08,33.92,14.09,2.93,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Northeast,76.44,23.56,5.88,0.64,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Northern Forests\n,69.26,30.74,11.57,2.23,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Northwest,70.66,29.34,7.93,0.57,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Nothern Plains\n,56.59,43.41,9.18,0.00,0.00,0.00,2008-12-02,2008-12-08,1
20081202,Southeast,49.03,50.97,26.92,16.25,8.48,2.98,2008-12-02,2008-12-08,1
20081202,Southern Plains\n,61.64,38.36,17.17,9.04,4.74,0.79,2008-12-02,2008-12-08,1
20081202,Southwest,25.93,74.07,41.82,16.83,0.12,0.00,2008-12-02,2008-12-08,1
20081125,California,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Midwest,72.09,27.91,13.54,2.93,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Northeast,76.32,23.68,4.55,0.64,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Northern Forests\n,73.39,26.61,10.78,2.23,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Northwest,71.28,28.72,7.93,0.57,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Nothern Plains\n,61.08,38.92,8.46,0.00,0.00,0.00,2008-11-25,2008-12-01,1
20081125,Southeast,51.58,48.42,27.55,18.15,8.34,2.98,2008-11-25,2008-12-01,1
20081125,Southern Plains\n,65.19,34.81,16.99,9.04,4.53,0.00,2008-11-25,2008-12-01,1
20081125,Southwest,27.18,72.82,41.82,16.62,0.12,0.00,2008-11-25,2008-12-01,1
20081118,California,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Midwest,71.46,28.54,13.80,2.93,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Northeast,74.84,25.16,4.55,0.64,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Northern Forests\n,72.50,27.50,10.96,2.23,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Northwest,71.28,28.72,7.93,0.57,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Nothern Plains\n,61.08,38.92,8.46,0.00,0.00,0.00,2008-11-18,2008-11-24,1
20081118,Southeast,57.38,42.62,25.85,17.72,7.10,2.55,2008-11-18,2008-11-24,1
20081118,Southern Plains\n,68.67,31.33,15.40,8.93,3.94,0.00,2008-11-18,2008-11-24,1
20081118,Southwest,27.18,72.82,41.82,16.62,0.13,0.00,2008-11-18,2008-11-24,1
20081111,California,4.71,95.29,86.02,41.34,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Caribbean,100.00,0.00,0.00,0.00,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Midwest,69.57,30.43,14.24,2.97,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Northeast,73.44,26.56,4.77,0.92,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Northern Forests\n,70.75,29.25,11.34,2.34,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Northwest,67.78,32.22,7.66,0.57,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Nothern Plains\n,64.56,35.44,7.39,1.36,0.00,0.00,2008-11-11,2008-11-17,1
20081111,Southeast,55.01,44.99,27.88,18.36,7.33,2.55,2008-11-11,2008-11-17,1
20081111,Southern Plains\n,68.44,31.56,15.65,9.22,4.31,0.00,2008-11-11,2008-11-17,1
