MapDate,Name,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20210921,Midwest,50.59,49.41,23.85,11.34,4.40,0.00,2021-09-21,2021-09-27,1
20210921,Northeast,86.21,13.79,5.83,0.80,0.00,0.00,2021-09-21,2021-09-27,1
20210921,Northern Forests\n,61.53,38.47,18.32,8.10,3.05,0.00,2021-09-21,2021-09-27,1
20210921,Northwest,70.14,29.86,27.67,24.87,18.54,7.76,2021-09-21,2021-09-27,1
20210921,Nothern Plains\n,6.12,93.88,78.25,61.73,31.71,5.98,2021-09-21,2021-09-27,1
20210921,Southeast,91.56,8.44,0.24,0.00,0.00,0.00,2021-09-21,2021-09-27,1
20210921,Southern Plains\n,59.42,40.58,11.87,1.32,0.03,0.00,2021-09-21,2021-09-27,1
20210921,Southwest,2.63,97.37,92.63,74.72,55.03,19.87,2021-09-21,2021-09-27,1
20210914,California,0.00,100.00,100.00,93.93,87.94,45.66,2021-09-14,2021-09-20,1
20210914,Caribbean,51.93,48.07,16.45,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210914,Midwest,51.64,48.36,25.35,12.57,6.65,1.07,2021-09-14,2021-09-20,1
20210914,Northeast,85.14,14.86,6.08,0.80,0.00,0.00,2021-09-14,2021-09-20,1
20210914,Northern Forests\n,61.92,38.08,19.43,8.95,4.61,0.74,2021-09-14,2021-09-20,1
20210914,Northwest,70.14,29.86,27.95,25.53,19.30,8.15,2021-09-14,2021-09-20,1
20210914,Nothern Plains\n,9.20,90.80,77.38,62.24,34.25,6.16,2021-09-14,2021-09-20,1
20210914,Southeast,91.64,8.36,0.04,0.00,0.00,0.00,2021-09-14,2021-09-20,1
20210914,Southern Plains\n,71.80,28.20,4.82,0.55,0.00,0.00,2021-09-14,2021-09-20,1
20210914,Southwest,2.68,97.32,92.16,74.48,55.05,19.91,2021-09-14,2021-09-20,1
20210907,California,0.00,100.00,100.00,93.93,87.94,45.66,2021-09-07,2021-09-13,1
20210907,Caribbean,51.93,48.07,16.45,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210907,Midwest,60.14,39.86,25.89,12.61,6.75,1.07,2021-09-07,2021-09-13,1
20210907,Northeast,83.08,16.92,10.50,1.50,0.00,0.00,2021-09-07,2021-09-13,1
20210907,Northern Forests\n,67.18,32.82,21.17,9.20,4.68,0.74,2021-09-07,2021-09-13,1
20210907,Northwest,70.14,29.86,27.95,25.17,19.38,8.28,2021-09-07,2021-09-13,1
20210907,Nothern Plains\n,11.95,88.05,77.39,62.78,35.16,6.39,2021-09-07,2021-09-13,1
20210907,Southeast,93.68,6.32,0.00,0.00,0.00,0.00,2021-09-07,2021-09-13,1
20210907,Southern Plains\n,82.34,17.66,2.52,0.30,0.00,0.00,2021-09-07,2021-09-13,1
20210907,Southwest,3.19,96.81,91.90,74.47,55.03,19.91,2021-09-07,2021-09-13,1
20210831,California,0.00,100.00,100.00,95.56,88.37,47.40,2021-08-31,2021-09-06,1
20210831,Caribbean,64.81,35.19,4.09,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210831,Midwest,58.38,41.62,26.69,13.79,6.94,1.25,2021-08-31,2021-09-06,1
20210831,Northeast,77.08,22.92,12.13,1.54,0.00,0.00,2021-08-31,2021-09-06,1
20210831,Northern Forests\n,64.12,35.88,22.22,10.03,4.81,0.86,2021-08-31,2021-09-06,1
20210831,Northwest,70.14,29.86,27.95,25.17,19.38,8.28,2021-08-31,2021-09-06,1
20210831,Nothern Plains\n,11.47,88.53,78.38,62.70,36.50,6.61,2021-08-31,2021-09-06,1
20210831,Southeast,96.11,3.89,0.36,0.00,0.00,0.00,2021-08-31,2021-09-06,1
20210831,Southern Plains\n,80.05,19.95,3.80,0.30,0.00,0.00,2021-08-31,2021-09-06,1
20210831,Southwest,3.16,96.84,93.72,78.11,56.14,21.14,2021-08-31,2021-09-06,1
20210824,California,0.00,100.00,100.00,95.58,88.37,47.40,2021-08-24,2021-08-30,1
20210824,Caribbean,85.75,14.25,4.09,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,Midwest,54.58,45.42,30.29,20.62,11.85,1.49,2021-08-24,2021-08-30,1
20210824,Northeast,77.36,22.64,10.59,1.54,0.00,0.00,2021-08-24,2021-08-30,1
20210824,Northern Forests\n,61.58,38.42,24.24,14.76,8.21,1.03,2021-08-24,2021-08-30,1
20210824,Northwest,61.19,38.81,27.95,25.13,18.65,8.16,2021-08-24,2021-08-30,1
20210824,Nothern Plains\n,10.81,89.19,79.90,63.88,39.49,5.90,2021-08-24,2021-08-30,1
20210824,Southeast,95.61,4.39,0.43,0.00,0.00,0.00,2021-08-24,2021-08-30,1
20210824,Southern Plains\n,84.90,15.10,3.50,0.16,0.00,0.00,2021-08-24,2021-08-30,1
20210824,Southwest,3.15,96.85,93.69,79.14,56.31,24.05,2021-08-24,2021-08-30,1
20210817,California,0.00,100.00,100.00,95.58,88.37,48.97,2021-08-17,2021-08-23,1
20210817,Caribbean,84.88,15.12,4.09,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,Midwest,58.06,41.94,27.98,20.92,10.45,1.49,2021-08-17,2021-08-23,1
20210817,Northeast,69.78,30.22,11.13,1.50,0.00,0.00,2021-08-17,2021-08-23,1
20210817,Northern Forests\n,61.66,38.34,22.81,14.96,7.24,1.03,2021-08-17,2021-08-23,1
20210817,Northwest,56.24,43.76,31.35,25.13,18.65,8.28,2021-08-17,2021-08-23,1
20210817,Nothern Plains\n,11.02,88.98,79.47,64.08,40.72,6.63,2021-08-17,2021-08-23,1
20210817,Southeast,92.19,7.81,1.15,0.00,0.00,0.00,2021-08-17,2021-08-23,1
20210817,Southern Plains\n,84.13,15.87,3.19,0.16,0.00,0.00,2021-08-17,2021-08-23,1
20210817,Southwest,3.02,96.98,94.52,80.94,62.05,27.54,2021-08-17,2021-08-23,1
20210810,California,0.00,100.00,100.00,95.07,88.37,47.10,2021-08-10,2021-08-16,1
20210810,Caribbean,82.65,17.35,8.06,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,Midwest,59.27,40.73,27.28,18.63,8.64,1.36,2021-08-10,2021-08-16,1
20210810,Northeast,69.18,30.82,11.13,1.50,0.00,0.00,2021-08-10,2021-08-16,1
20210810,Northern Forests\n,62.32,37.68,22.32,13.37,5.99,0.94,2021-08-10,2021-08-16,1
20210810,Northwest,56.24,43.76,31.28,24.61,18.31,8.13,2021-08-10,2021-08-16,1
20210810,Nothern Plains\n,12.34,87.66,77.54,63.58,39.02,5.84,2021-08-10,2021-08-16,1
20210810,Southeast,89.55,10.45,1.15,0.00,0.00,0.00,2021-08-10,2021-08-16,1
20210810,Southern Plains\n,85.05,14.95,3.34,0.16,0.00,0.00,2021-08-10,2021-08-16,1
20210810,Southwest,2.92,97.08,95.07,86.81,63.86,27.72,2021-08-10,2021-08-16,1
20210803,California,0.00,100.00,100.00,95.07,88.37,46.45,2021-08-03,2021-08-09,1
20210803,Caribbean,81.71,18.29,8.33,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,Midwest,62.90,37.10,28.58,19.14,7.31,0.00,2021-08-03,2021-08-09,1
20210803,Northeast,72.40,27.60,9.58,1.50,0.00,0.00,2021-08-03,2021-08-09,1
20210803,Northern Forests\n,65.81,34.19,22.75,13.72,5.07,0.00,2021-08-03,2021-08-09,1
20210803,Northwest,53.69,46.31,32.91,24.45,18.25,8.07,2021-08-03,2021-08-09,1
20210803,Nothern Plains\n,14.05,85.95,75.94,63.25,37.42,5.80,2021-08-03,2021-08-09,1
20210803,Southeast,92.88,7.12,0.67,0.00,0.00,0.00,2021-08-03,2021-08-09,1
20210803,Southern Plains\n,87.94,12.06,2.22,0.16,0.00,0.00,2021-08-03,2021-08-09,1
20210803,Southwest,2.69,97.31,95.19,86.87,64.08,28.19,2021-08-03,2021-08-09,1
20210727,California,0.00,100.00,100.00,95.09,88.59,46.49,2021-07-27,2021-08-02,1
20210727,Caribbean,81.71,18.29,8.33,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,Midwest,62.68,37.32,29.73,18.22,4.06,0.00,2021-07-27,2021-08-02,1
20210727,Northeast,77.06,22.94,8.69,1.38,0.00,0.00,2021-07-27,2021-08-02,1
20210727,Northern Forests\n,67.10,32.90,23.27,13.05,2.81,0.00,2021-07-27,2021-08-02,1
20210727,Northwest,50.51,49.49,31.70,24.24,17.95,7.18,2021-07-27,2021-08-02,1
20210727,Nothern Plains\n,14.85,85.15,75.92,58.85,31.94,5.54,2021-07-27,2021-08-02,1
20210727,Southeast,94.31,5.69,0.46,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,Southern Plains\n,88.90,11.10,1.25,0.00,0.00,0.00,2021-07-27,2021-08-02,1
20210727,Southwest,1.72,98.28,95.64,89.05,69.72,29.29,2021-07-27,2021-08-02,1
20210720,California,0.00,100.00,100.00,94.75,85.75,33.42,2021-07-20,2021-07-26,1
20210720,Caribbean,78.97,21.03,8.33,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,Midwest,61.00,39.00,29.93,17.32,3.40,0.00,2021-07-20,2021-07-26,1
20210720,Northeast,77.09,22.91,11.14,1.58,0.00,0.00,2021-07-20,2021-07-26,1
20210720,Northern Forests\n,65.94,34.06,24.16,12.49,2.36,0.00,2021-07-20,2021-07-26,1
20210720,Northwest,49.64,50.36,33.10,23.64,14.50,5.34,2021-07-20,2021-07-26,1
20210720,Nothern Plains\n,14.64,85.36,74.28,57.67,30.68,5.72,2021-07-20,2021-07-26,1
20210720,Southeast,94.08,5.92,0.15,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,Southern Plains\n,87.72,12.28,2.49,0.00,0.00,0.00,2021-07-20,2021-07-26,1
20210720,Southwest,1.61,98.39,96.00,89.86,76.81,37.56,2021-07-20,2021-07-26,1
20210713,California,0.00,100.00,100.00,94.75,85.73,33.32,2021-07-13,2021-07-19,1
20210713,Caribbean,78.97,21.03,8.33,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210713,Midwest,56.15,43.85,31.33,14.35,0.94,0.00,2021-07-13,2021-07-19,1
20210713,Northeast,69.89,30.11,12.85,1.47,0.00,0.00,2021-07-13,2021-07-19,1
20210713,Northern Forests\n,60.37,39.63,25.66,10.40,0.65,0.00,2021-07-13,2021-07-19,1
20210713,Northwest,52.15,47.85,27.47,23.11,12.89,2.81,2021-07-13,2021-07-19,1
20210713,Nothern Plains\n,14.70,85.30,71.98,55.29,26.23,4.29,2021-07-13,2021-07-19,1
20210713,Southeast,93.49,6.51,0.03,0.00,0.00,0.00,2021-07-13,2021-07-19,1
20210713,Southern Plains\n,84.81,15.19,3.70,0.74,0.00,0.00,2021-07-13,2021-07-19,1
20210713,Southwest,1.60,98.40,96.36,89.74,78.06,41.82,2021-07-13,2021-07-19,1
20210706,California,0.00,100.00,100.00,94.73,85.44,33.32,2021-07-06,2021-07-12,1
20210706,Caribbean,72.84,27.16,8.33,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210706,Midwest,51.06,48.94,33.61,13.12,0.22,0.00,2021-07-06,2021-07-12,1
20210706,Northeast,60.40,39.60,21.02,3.51,0.00,0.00,2021-07-06,2021-07-12,1
20210706,Northern Forests\n,53.93,46.07,29.74,10.17,0.15,0.00,2021-07-06,2021-07-12,1
20210706,Northwest,52.52,47.48,27.07,21.68,10.43,1.05,2021-07-06,2021-07-12,1
20210706,Nothern Plains\n,14.62,85.38,70.73,54.32,22.61,4.63,2021-07-06,2021-07-12,1
20210706,Southeast,88.83,11.17,0.63,0.00,0.00,0.00,2021-07-06,2021-07-12,1
20210706,Southern Plains\n,88.64,11.36,4.11,0.74,0.00,0.00,2021-07-06,2021-07-12,1
20210706,Southwest,0.89,99.11,96.93,90.96,78.17,41.99,2021-07-06,2021-07-12,1
20210629,California,0.00,100.00,100.00,94.73,85.44,33.32,2021-06-29,2021-07-05,1
20210629,Caribbean,72.83,27.17,8.33,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210629,Midwest,47.74,52.26,33.64,7.58,0.22,0.00,2021-06-29,2021-07-05,1
20210629,Northeast,58.59,41.41,20.05,3.51,0.00,0.00,2021-06-29,2021-07-05,1
20210629,Northern Forests\n,51.07,48.93,29.47,6.33,0.15,0.00,2021-06-29,2021-07-05,1
20210629,Northwest,60.94,39.06,26.77,19.94,9.63,0.64,2021-06-29,2021-07-05,1
20210629,Nothern Plains\n,17.28,82.72,68.41,52.38,21.42,5.35,2021-06-29,2021-07-05,1
20210629,Southeast,87.92,12.08,0.89,0.00,0.00,0.00,2021-06-29,2021-07-05,1
20210629,Southern Plains\n,83.57,16.43,6.02,3.64,0.74,0.00,2021-06-29,2021-07-05,1
20210629,Southwest,0.36,99.64,97.88,92.54,80.08,42.97,2021-06-29,2021-07-05,1
20210622,California,0.00,100.00,100.00,94.73,85.44,33.32,2021-06-22,2021-06-28,1
20210622,Caribbean,44.83,55.17,11.37,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210622,Midwest,41.44,58.56,39.58,11.88,0.22,0.00,2021-06-22,2021-06-28,1
20210622,Northeast,58.57,41.43,19.45,1.11,0.00,0.00,2021-06-22,2021-06-28,1
20210622,Northern Forests\n,46.70,53.30,33.40,8.58,0.15,0.00,2021-06-22,2021-06-28,1
20210622,Northwest,61.06,38.94,25.67,17.50,6.68,0.64,2021-06-22,2021-06-28,1
20210622,Nothern Plains\n,17.08,82.92,65.39,46.69,20.01,5.39,2021-06-22,2021-06-28,1
20210622,Southeast,86.31,13.69,1.08,0.00,0.00,0.00,2021-06-22,2021-06-28,1
20210622,Southern Plains\n,76.98,23.02,8.98,4.98,2.84,0.74,2021-06-22,2021-06-28,1
20210622,Southwest,0.35,99.65,97.86,93.00,79.43,43.25,2021-06-22,2021-06-28,1
20210615,California,0.00,100.00,100.00,94.75,85.44,33.32,2021-06-15,2021-06-21,1
20210615,Caribbean,44.83,55.17,11.37,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,Midwest,40.59,59.41,36.80,12.06,0.45,0.00,2021-06-15,2021-06-21,1
20210615,Northeast,59.01,40.99,13.84,0.00,0.00,0.00,2021-06-15,2021-06-21,1
20210615,Northern Forests\n,46.25,53.75,29.76,8.36,0.31,0.00,2021-06-15,2021-06-21,1
20210615,Northwest,61.06,38.94,24.76,16.17,6.54,0.64,2021-06-15,2021-06-21,1
20210615,Nothern Plains\n,20.19,79.81,60.63,39.52,18.10,5.36,2021-06-15,2021-06-21,1
20210615,Southeast,81.76,18.24,3.41,0.04,0.00,0.00,2021-06-15,2021-06-21,1
20210615,Southern Plains\n,82.84,17.16,8.76,4.98,2.84,0.74,2021-06-15,2021-06-21,1
20210615,Southwest,0.67,99.33,97.51,92.86,79.32,43.36,2021-06-15,2021-06-21,1
20210608,California,0.00,100.00,100.00,94.75,85.20,33.32,2021-06-08,2021-06-14,1
20210608,Caribbean,38.54,61.46,15.76,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,Midwest,41.48,58.52,29.76,6.46,0.00,0.00,2021-06-08,2021-06-14,1
20210608,Northeast,56.12,43.88,9.32,0.00,0.00,0.00,2021-06-08,2021-06-14,1
20210608,Northern Forests\n,45.97,54.03,23.49,4.48,0.00,0.00,2021-06-08,2021-06-14,1
20210608,Northwest,61.06,38.94,25.25,16.56,6.18,0.64,2021-06-08,2021-06-14,1
20210608,Nothern Plains\n,22.33,77.67,58.11,38.34,18.03,5.36,2021-06-08,2021-06-14,1
20210608,Southeast,73.73,26.27,8.50,0.37,0.00,0.00,2021-06-08,2021-06-14,1
20210608,Southern Plains\n,82.36,17.64,8.97,5.08,2.84,0.74,2021-06-08,2021-06-14,1
20210608,Southwest,0.75,99.25,97.54,92.93,79.38,43.36,2021-06-08,2021-06-14,1
20210601,California,0.00,100.00,100.00,94.61,74.46,26.04,2021-06-01,2021-06-07,1
20210601,Caribbean,31.99,68.01,19.68,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,Midwest,56.49,43.51,19.55,2.93,0.00,0.00,2021-06-01,2021-06-07,1
20210601,Northeast,59.73,40.27,2.83,0.00,0.00,0.00,2021-06-01,2021-06-07,1
20210601,Northern Forests\n,57.48,42.52,14.42,2.03,0.00,0.00,2021-06-01,2021-06-07,1
20210601,Northwest,57.14,42.86,23.12,12.45,3.59,0.42,2021-06-01,2021-06-07,1
20210601,Nothern Plains\n,25.77,74.23,56.46,34.91,20.45,5.15,2021-06-01,2021-06-07,1
20210601,Southeast,71.23,28.77,11.62,1.95,0.00,0.00,2021-06-01,2021-06-07,1
20210601,Southern Plains\n,77.61,22.39,13.38,7.05,4.09,1.59,2021-06-01,2021-06-07,1
20210601,Southwest,0.33,99.67,98.63,94.04,78.41,42.68,2021-06-01,2021-06-07,1
20210525,California,0.00,100.00,100.00,94.61,74.46,26.04,2021-05-25,2021-05-31,1
20210525,Caribbean,31.99,68.01,19.68,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,Midwest,55.31,44.69,19.39,2.12,0.00,0.00,2021-05-25,2021-05-31,1
20210525,Northeast,52.41,47.59,2.83,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,Northern Forests\n,54.42,45.58,14.31,1.47,0.00,0.00,2021-05-25,2021-05-31,1
20210525,Northwest,57.55,42.45,21.80,11.67,3.59,0.42,2021-05-25,2021-05-31,1
20210525,Nothern Plains\n,20.74,79.26,57.78,34.41,20.45,5.15,2021-05-25,2021-05-31,1
20210525,Southeast,76.93,23.07,7.45,0.00,0.00,0.00,2021-05-25,2021-05-31,1
20210525,Southern Plains\n,64.49,35.51,17.38,10.26,5.75,3.14,2021-05-25,2021-05-31,1
20210525,Southwest,0.33,99.67,98.72,94.06,78.56,43.92,2021-05-25,2021-05-31,1
20210518,California,0.00,100.00,100.00,94.31,73.33,15.91,2021-05-18,2021-05-24,1
20210518,Caribbean,31.30,68.70,19.68,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,Midwest,58.99,41.01,20.74,2.23,0.00,0.00,2021-05-18,2021-05-24,1
20210518,Northeast,73.46,26.54,2.05,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,Northern Forests\n,63.43,36.57,15.00,1.54,0.00,0.00,2021-05-18,2021-05-24,1
20210518,Northwest,57.55,42.45,21.21,11.32,3.13,0.42,2021-05-18,2021-05-24,1
20210518,Nothern Plains\n,17.51,82.49,62.47,37.04,22.87,5.03,2021-05-18,2021-05-24,1
20210518,Southeast,86.58,13.42,2.63,0.00,0.00,0.00,2021-05-18,2021-05-24,1
20210518,Southern Plains\n,54.68,45.32,22.63,13.09,7.73,3.77,2021-05-18,2021-05-24,1
20210518,Southwest,0.33,99.67,98.74,94.40,78.74,40.97,2021-05-18,2021-05-24,1
20210511,California,0.00,100.00,100.00,94.31,73.33,13.53,2021-05-11,2021-05-17,1
20210511,Caribbean,31.30,68.70,18.24,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,Midwest,63.98,36.02,19.74,1.08,0.00,0.00,2021-05-11,2021-05-17,1
20210511,Northeast,74.62,25.38,2.05,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,Northern Forests\n,67.25,32.75,14.31,0.75,0.00,0.00,2021-05-11,2021-05-17,1
20210511,Northwest,57.88,42.12,19.77,11.08,3.13,0.42,2021-05-11,2021-05-17,1
20210511,Nothern Plains\n,13.72,86.28,68.23,38.47,23.25,2.97,2021-05-11,2021-05-17,1
20210511,Southeast,88.96,11.04,2.49,0.00,0.00,0.00,2021-05-11,2021-05-17,1
20210511,Southern Plains\n,39.75,60.25,32.72,18.12,10.74,4.99,2021-05-11,2021-05-17,1
20210511,Southwest,0.33,99.67,98.81,95.01,79.35,41.22,2021-05-11,2021-05-17,1
20210504,California,0.00,100.00,97.52,92.88,73.31,5.36,2021-05-04,2021-05-10,1
20210504,Caribbean,20.99,79.01,15.19,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,Midwest,52.07,47.93,23.32,1.08,0.00,0.00,2021-05-04,2021-05-10,1
20210504,Northeast,42.83,57.17,9.06,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,Northern Forests\n,49.23,50.77,18.94,0.75,0.00,0.00,2021-05-04,2021-05-10,1
20210504,Northwest,57.88,42.12,18.86,10.14,3.13,0.42,2021-05-04,2021-05-10,1
20210504,Nothern Plains\n,11.76,88.24,68.59,41.93,23.79,2.97,2021-05-04,2021-05-10,1
20210504,Southeast,87.53,12.47,0.19,0.00,0.00,0.00,2021-05-04,2021-05-10,1
20210504,Southern Plains\n,40.42,59.58,33.37,18.25,10.64,4.99,2021-05-04,2021-05-10,1
20210504,Southwest,0.18,99.82,98.12,94.62,79.16,38.74,2021-05-04,2021-05-10,1
20210427,California,0.00,100.00,97.51,87.95,52.86,5.36,2021-04-27,2021-05-03,1
20210427,Caribbean,23.09,76.91,14.28,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,Midwest,48.17,51.83,21.11,1.08,0.00,0.00,2021-04-27,2021-05-03,1
20210427,Northeast,45.90,54.10,13.54,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,Northern Forests\n,47.47,52.53,18.79,0.75,0.00,0.00,2021-04-27,2021-05-03,1
20210427,Northwest,58.64,41.36,17.00,7.45,1.73,0.26,2021-04-27,2021-05-03,1
20210427,Nothern Plains\n,9.94,90.06,70.70,43.75,23.28,3.03,2021-04-27,2021-05-03,1
20210427,Southeast,84.94,15.06,0.39,0.00,0.00,0.00,2021-04-27,2021-05-03,1
20210427,Southern Plains\n,28.43,71.57,47.24,25.45,15.71,6.19,2021-04-27,2021-05-03,1
20210427,Southwest,0.18,99.82,98.11,92.81,73.82,38.95,2021-04-27,2021-05-03,1
20210420,California,0.00,100.00,96.54,85.37,49.86,5.36,2021-04-20,2021-04-26,1
20210420,Caribbean,65.90,34.10,3.44,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,Midwest,65.17,34.83,13.18,1.08,0.00,0.00,2021-04-20,2021-04-26,1
20210420,Northeast,51.74,48.26,15.10,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,Northern Forests\n,61.05,38.95,13.77,0.75,0.00,0.00,2021-04-20,2021-04-26,1
20210420,Northwest,59.80,40.20,15.92,6.53,1.73,0.26,2021-04-20,2021-04-26,1
20210420,Nothern Plains\n,10.12,89.88,71.34,42.37,21.59,2.66,2021-04-20,2021-04-26,1
20210420,Southeast,84.64,15.36,0.42,0.00,0.00,0.00,2021-04-20,2021-04-26,1
20210420,Southern Plains\n,30.64,69.36,48.90,25.40,15.30,5.69,2021-04-20,2021-04-26,1
20210420,Southwest,1.03,98.97,97.84,92.12,72.81,39.02,2021-04-20,2021-04-26,1
20210413,California,0.78,99.22,94.14,76.97,38.68,5.36,2021-04-13,2021-04-19,1
20210413,Caribbean,79.01,20.99,3.44,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,Midwest,66.27,33.73,7.61,1.11,0.00,0.00,2021-04-13,2021-04-19,1
20210413,Northeast,52.26,47.74,15.10,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,Northern Forests\n,61.97,38.03,9.91,0.77,0.00,0.00,2021-04-13,2021-04-19,1
20210413,Northwest,64.20,35.80,13.07,5.99,1.73,0.26,2021-04-13,2021-04-19,1
20210413,Nothern Plains\n,9.81,90.19,66.88,41.63,23.08,2.66,2021-04-13,2021-04-19,1
20210413,Southeast,90.63,9.37,1.26,0.00,0.00,0.00,2021-04-13,2021-04-19,1
20210413,Southern Plains\n,28.45,71.55,53.95,26.97,15.45,5.42,2021-04-13,2021-04-19,1
20210413,Southwest,1.24,98.76,97.15,89.87,69.84,39.02,2021-04-13,2021-04-19,1
20210406,California,0.77,99.23,92.65,69.68,35.42,5.36,2021-04-06,2021-04-12,1
20210406,Caribbean,79.59,20.41,3.44,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,Midwest,48.49,51.51,11.77,1.52,0.25,0.00,2021-04-06,2021-04-12,1
20210406,Northeast,59.87,40.13,10.27,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,Northern Forests\n,51.99,48.01,11.31,1.05,0.17,0.00,2021-04-06,2021-04-12,1
20210406,Northwest,60.23,39.77,11.41,5.59,1.63,0.17,2021-04-06,2021-04-12,1
20210406,Nothern Plains\n,9.68,90.32,66.28,41.68,21.05,2.66,2021-04-06,2021-04-12,1
20210406,Southeast,89.34,10.66,1.26,0.00,0.00,0.00,2021-04-06,2021-04-12,1
20210406,Southern Plains\n,29.20,70.80,53.20,25.82,14.99,5.42,2021-04-06,2021-04-12,1
20210406,Southwest,1.24,98.76,96.75,87.78,68.97,38.45,2021-04-06,2021-04-12,1
20210330,California,0.77,99.23,90.66,64.02,31.76,5.36,2021-03-30,2021-04-05,1
20210330,Caribbean,73.21,26.79,8.04,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,Midwest,49.03,50.97,12.57,1.14,0.23,0.00,2021-03-30,2021-04-05,1
20210330,Northeast,62.96,37.04,8.69,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,Northern Forests\n,53.31,46.69,11.38,0.79,0.16,0.00,2021-03-30,2021-04-05,1
20210330,Northwest,56.90,43.10,11.06,5.54,1.55,0.00,2021-03-30,2021-04-05,1
20210330,Nothern Plains\n,9.83,90.17,65.65,40.20,15.98,2.66,2021-03-30,2021-04-05,1
20210330,Southeast,89.25,10.75,0.60,0.00,0.00,0.00,2021-03-30,2021-04-05,1
20210330,Southern Plains\n,32.73,67.27,48.12,22.72,12.96,4.35,2021-03-30,2021-04-05,1
20210330,Southwest,1.23,98.77,96.22,86.28,67.54,38.40,2021-03-30,2021-04-05,1
20210323,California,0.70,99.30,90.66,64.02,31.76,5.36,2021-03-23,2021-03-29,1
20210323,Caribbean,69.40,30.60,10.03,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,Midwest,43.78,56.22,13.86,1.23,0.23,0.00,2021-03-23,2021-03-29,1
20210323,Northeast,70.01,29.99,4.74,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,Northern Forests\n,51.83,48.17,11.06,0.85,0.16,0.00,2021-03-23,2021-03-29,1
20210323,Northwest,58.07,41.93,10.84,5.54,1.55,0.00,2021-03-23,2021-03-29,1
20210323,Nothern Plains\n,10.27,89.73,64.48,40.28,12.62,2.74,2021-03-23,2021-03-29,1
20210323,Southeast,84.85,15.15,1.08,0.00,0.00,0.00,2021-03-23,2021-03-29,1
20210323,Southern Plains\n,31.82,68.18,47.44,23.95,12.98,4.39,2021-03-23,2021-03-29,1
20210323,Southwest,1.14,98.86,96.24,86.34,67.61,38.42,2021-03-23,2021-03-29,1
20210316,California,0.78,99.22,90.62,58.59,29.54,3.75,2021-03-16,2021-03-22,1
20210316,Caribbean,69.40,30.60,10.03,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,Midwest,43.49,56.51,11.96,1.18,0.23,0.00,2021-03-16,2021-03-22,1
20210316,Northeast,74.47,25.53,3.90,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,Northern Forests\n,53.00,47.00,9.49,0.82,0.16,0.00,2021-03-16,2021-03-22,1
20210316,Northwest,57.96,42.04,11.02,5.87,1.55,0.00,2021-03-16,2021-03-22,1
20210316,Nothern Plains\n,7.03,92.97,65.41,40.88,12.49,2.74,2021-03-16,2021-03-22,1
20210316,Southeast,82.67,17.33,2.00,0.00,0.00,0.00,2021-03-16,2021-03-22,1
20210316,Southern Plains\n,25.53,74.47,51.38,26.11,11.94,3.97,2021-03-16,2021-03-22,1
20210316,Southwest,1.05,98.95,96.31,85.00,66.96,37.83,2021-03-16,2021-03-22,1
