AreaOfInterest,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,AreaMiles,MapDate
CONUS,44.26,"1,331,106.38","63,675,412.47",20.83,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-02-18
CONUS,31.92,"960,112.02","36,406,242.27",11.91,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-02-18
CONUS,20.12,"604,964.31","16,025,107.69",5.24,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-02-18
CONUS,2.09,"62,762.37","531,387.60",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-02-18
CONUS,60.85,"1,830,050.28","100,553,782.71",32.90,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-02-25
CONUS,43.43,"1,306,130.74","62,391,802.14",20.41,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-02-25
CONUS,32.48,"976,937.09","42,435,784.88",13.88,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-02-25
CONUS,19.93,"599,249.74","15,972,979.34",5.23,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-02-25
CONUS,2.08,"62,547.30","519,426.17",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-02-25
CONUS,61.18,"1,840,101.16","99,792,008.01",32.65,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-03-04
CONUS,44.75,"1,345,955.21","62,393,130.28",20.41,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-03-04
CONUS,32.54,"978,473.39","42,435,648.86",13.88,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-03-04
CONUS,19.90,"598,589.76","9,831,981.67",3.22,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-03-04
CONUS,2.00,"60,095.44","505,772.86",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-03-04
CONUS,63.29,"1,903,448.66","101,716,664.00",33.28,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-03-11
CONUS,44.74,"1,345,650.86","63,956,404.80",20.92,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-03-11
CONUS,32.36,"973,202.54","41,899,834.28",13.71,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-03-11
CONUS,19.31,"580,703.08","9,851,417.00",3.22,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-03-11
CONUS,1.69,"50,850.85","427,446.98",0.14,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-03-11
CONUS,60.67,"1,824,557.17","90,075,954.15",29.47,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-03-18
CONUS,48.47,"1,457,647.73","70,520,718.45",23.07,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-03-18
CONUS,31.68,"952,834.92","39,772,691.90",13.01,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-03-18
CONUS,19.18,"576,896.59","9,824,919.19",3.21,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-03-18
CONUS,1.69,"50,735.38","429,721.35",0.14,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-03-18
CONUS,59.18,"1,779,850.53","88,786,144.03",29.05,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-03-25
CONUS,47.93,"1,441,404.47","72,359,078.33",23.67,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-03-25
CONUS,30.82,"926,909.86","38,016,807.10",12.44,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-03-25
CONUS,17.11,"514,515.54","7,334,795.84",2.40,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-03-25
CONUS,1.22,"36,758.20","287,995.01",0.09,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-03-25
CONUS,58.89,"1,770,946.49","91,276,831.64",29.86,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-04-01
CONUS,44.55,"1,339,765.23","64,081,671.74",20.96,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-04-01
CONUS,29.27,"880,172.69","33,909,797.26",11.09,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-04-01
CONUS,15.59,"468,975.67","6,957,899.89",2.28,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-04-01
CONUS,0.58,"17,517.37","157,755.16",0.05,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-04-01
CONUS,58.01,"1,744,730.04","86,034,538.14",28.15,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-04-08
CONUS,42.82,"1,287,888.72","58,710,242.03",19.21,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-04-08
CONUS,27.18,"817,495.36","20,708,900.89",6.78,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-04-08
CONUS,14.79,"444,713.55","6,644,533.13",2.17,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-04-08
CONUS,0.26,"7,888.77","39,498.68",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-04-08
CONUS,61.21,"1,840,738.54","96,944,855.68",31.72,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-04-15
CONUS,43.33,"1,303,171.19","58,697,212.72",19.20,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-04-15
CONUS,27.25,"819,408.74","19,844,871.11",6.49,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-04-15
CONUS,14.48,"435,439.65","6,398,593.01",2.09,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-04-15
CONUS,0.23,"6,879.66","34,306.33",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-04-15
CONUS,59.20,"1,780,350.28","92,435,048.59",30.24,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-04-22
CONUS,42.84,"1,288,348.75","60,228,737.71",19.70,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-04-22
CONUS,27.21,"818,260.18","26,538,558.29",8.68,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-04-22
CONUS,14.35,"431,501.36","6,181,005.19",2.02,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-04-22
CONUS,0.26,"7,842.74","38,940.17",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-04-22
CONUS,65.37,"1,966,001.97","116,436,131.85",38.09,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-04-29
CONUS,43.68,"1,313,689.12","65,013,755.21",21.27,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-04-29
CONUS,28.29,"850,767.73","35,307,408.28",11.55,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-04-29
CONUS,13.03,"391,881.75","5,997,940.15",1.96,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-04-29
CONUS,0.26,"7,912.14","39,469.71",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-04-29
CONUS,61.33,"1,844,542.27","108,344,079.53",35.45,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-05-06
CONUS,42.80,"1,287,279.77","59,302,157.94",19.40,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-05-06
CONUS,23.45,"705,208.13","18,469,151.29",6.04,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-05-06
CONUS,10.87,"327,034.96","5,175,323.40",1.69,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-05-06
CONUS,0.26,"7,888.68","39,732.84",0.01,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-05-06
CONUS,56.22,"1,690,852.36","83,436,057.10",27.30,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-05-13
CONUS,41.91,"1,260,448.76","44,493,831.29",14.56,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-05-13
CONUS,21.23,"638,449.74","17,213,782.71",5.63,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-05-13
CONUS,10.37,"312,011.43","5,378,282.94",1.76,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-05-13
CONUS,0.62,"18,545.61","306,939.26",0.10,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-05-13
CONUS,54.03,"1,624,793.06","75,964,629.72",24.85,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-05-20
CONUS,42.67,"1,283,251.05","50,234,039.14",16.43,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-05-20
CONUS,25.49,"766,594.95","27,748,790.71",9.08,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-05-20
CONUS,10.15,"305,238.56","5,336,158.98",1.75,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-05-20
CONUS,0.60,"18,057.72","312,644.98",0.10,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-05-20
CONUS,53.09,"1,596,542.86","69,300,239.13",22.67,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-05-27
CONUS,41.97,"1,262,337.27","49,377,257.97",16.15,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-05-27
CONUS,24.58,"739,169.58","20,755,404.65",6.79,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-05-27
CONUS,10.24,"308,010.67","5,411,888.25",1.77,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-05-27
CONUS,0.60,"18,086.52","304,270.06",0.10,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-05-27
CONUS,54.52,"1,639,508.74","74,338,243.09",24.32,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-06-03
CONUS,41.88,"1,259,579.73","51,448,660.24",16.83,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-06-03
CONUS,24.54,"738,076.64","23,913,771.02",7.82,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-06-03
CONUS,10.13,"304,589.51","5,259,507.51",1.72,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-06-03
CONUS,0.61,"18,217.40","324,185.21",0.11,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-06-03
CONUS,53.36,"1,604,903.85","69,715,393.05",22.81,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-06-10
CONUS,39.21,"1,179,328.29","45,278,241.44",14.81,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-06-10
CONUS,23.86,"717,480.35","29,082,997.42",9.51,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-06-10
CONUS,10.24,"307,909.82","5,523,126.46",1.81,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-06-10
CONUS,1.02,"30,747.92","364,425.74",0.12,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-06-10
CONUS,51.38,"1,545,361.02","71,735,303.22",23.47,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-06-17
CONUS,35.41,"1,064,798.02","36,648,395.66",11.99,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-06-17
CONUS,22.01,"661,824.36","22,412,162.62",7.33,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-06-17
CONUS,10.93,"328,581.79","5,747,344.93",1.88,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-06-17
CONUS,1.00,"30,151.28","422,940.80",0.14,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-06-17
CONUS,51.33,"1,543,837.04","77,485,149.26",25.35,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-06-24
CONUS,34.95,"1,051,181.44","39,515,997.05",12.93,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-06-24
CONUS,22.08,"663,945.67","21,827,763.71",7.14,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-06-24
CONUS,10.71,"322,015.04","5,274,313.42",1.73,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-06-24
CONUS,0.88,"26,468.88","381,323.50",0.12,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-06-24
CONUS,48.20,"1,449,571.97","71,417,801.98",23.36,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-07-01
CONUS,30.67,"922,290.96","38,676,252.60",12.65,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-07-01
CONUS,21.72,"653,255.60","16,922,889.67",5.54,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-07-01
CONUS,10.83,"325,726.26","5,319,443.14",1.74,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-07-01
CONUS,0.76,"22,753.73","294,134.83",0.10,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-07-01
CONUS,46.74,"1,405,647.60","63,877,772.67",20.90,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-07-08
CONUS,29.54,"888,451.16","23,087,358.25",7.55,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-07-08
CONUS,22.25,"669,241.85","17,047,224.80",5.58,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-07-08
CONUS,11.46,"344,629.63","5,670,645.36",1.86,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-07-08
CONUS,0.81,"24,445.23","389,844.55",0.13,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-07-08
CONUS,53.72,"1,615,719.39","68,337,614.78",22.36,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-07-15
CONUS,31.88,"958,860.01","24,178,348.39",7.91,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-07-15
CONUS,23.75,"714,355.81","17,691,440.71",5.79,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-07-15
CONUS,12.51,"376,256.76","6,285,592.70",2.06,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-07-15
CONUS,0.81,"24,485.99","342,331.68",0.11,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-07-15
CONUS,53.87,"1,619,985.68","67,944,995.18",22.23,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-07-22
CONUS,38.33,"1,152,888.86","34,588,109.37",11.32,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-07-22
CONUS,26.04,"783,102.05","18,187,807.82",5.95,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-07-22
CONUS,14.84,"446,324.31","7,135,368.93",2.33,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-07-22
CONUS,1.66,"49,952.03","512,393.33",0.17,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-07-22
CONUS,55.04,"1,655,365.04","71,674,087.90",23.45,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-07-29
CONUS,47.09,"1,416,328.63","51,699,789.29",16.91,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-07-29
CONUS,28.89,"868,975.71","23,359,369.80",7.64,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-07-29
CONUS,15.11,"454,351.71","7,622,052.32",2.49,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-07-29
CONUS,2.15,"64,639.42","781,073.50",0.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-07-29
CONUS,57.22,"1,720,966.54","71,857,208.65",23.51,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-08-05
CONUS,48.05,"1,445,117.64","53,784,555.84",17.60,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-08-05
CONUS,30.07,"904,474.76","21,682,237.86",7.09,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-08-05
CONUS,14.93,"448,941.69","7,347,720.75",2.40,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-08-05
CONUS,1.98,"59,482.76","823,359.99",0.27,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-08-05
CONUS,58.86,"1,770,298.18","76,569,292.13",25.05,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-08-12
CONUS,48.86,"1,469,434.61","55,231,951.01",18.07,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-08-12
CONUS,32.48,"976,712.06","24,703,682.81",8.08,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-08-12
CONUS,15.35,"461,633.38","8,356,259.68",2.73,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-08-12
CONUS,1.95,"58,544.96","801,451.74",0.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-08-12
CONUS,64.77,"1,948,058.86","82,589,616.80",27.02,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-08-19
CONUS,49.52,"1,489,197.91","56,620,181.91",18.52,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-08-19
CONUS,34.10,"1,025,640.10","24,276,547.14",7.94,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-08-19
CONUS,17.38,"522,626.42","9,192,030.83",3.01,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-08-19
CONUS,2.12,"63,623.24","898,803.69",0.29,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-08-19
CONUS,67.01,"2,015,266.12","97,266,438.41",31.82,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-08-26
CONUS,54.80,"1,648,013.66","66,454,672.19",21.74,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-08-26
CONUS,37.21,"1,119,050.91","26,768,389.41",8.76,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-08-26
CONUS,18.87,"567,547.41","11,376,330.99",3.72,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-08-26
CONUS,2.20,"66,139.88","925,001.89",0.30,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-08-26
CONUS,64.24,"1,932,129.36","90,623,796.62",29.65,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-09-02
CONUS,52.41,"1,576,173.30","66,792,512.80",21.85,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-09-02
CONUS,34.38,"1,034,107.83","22,825,090.49",7.47,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-09-02
CONUS,17.11,"514,506.32","8,254,487.62",2.70,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-09-02
CONUS,1.93,"58,057.94","752,861.46",0.25,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-09-02
CONUS,64.66,"1,944,491.58","92,030,411.84",30.11,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-09-09
CONUS,54.28,"1,632,335.03","67,650,716.91",22.13,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-09-09
CONUS,37.67,"1,133,051.17","26,448,323.05",8.65,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-09-09
CONUS,18.06,"543,281.51","8,829,248.07",2.89,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-09-09
CONUS,2.21,"66,511.75","873,430.27",0.29,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-09-09
CONUS,62.39,"1,876,244.68","90,481,663.06",29.60,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-09-16
CONUS,50.26,"1,511,572.60","50,653,560.76",16.57,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-09-16
CONUS,34.44,"1,035,779.80","21,256,928.34",6.95,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-09-16
CONUS,17.18,"516,690.71","9,171,933.27",3.00,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-09-16
CONUS,2.19,"65,941.18","862,173.88",0.28,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-09-16
CONUS,62.86,"1,890,410.25","92,865,084.50",30.38,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-09-23
CONUS,50.27,"1,511,915.83","56,191,134.19",18.38,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-09-23
CONUS,33.81,"1,016,884.84","19,788,021.29",6.47,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-09-23
CONUS,16.86,"507,081.36","9,093,252.74",2.97,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-09-23
CONUS,2.07,"62,339.04","796,678.75",0.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-09-23
CONUS,61.43,"1,847,417.48","84,283,857.45",27.57,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-09-30
CONUS,48.37,"1,454,765.13","50,999,334.86",16.68,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-09-30
CONUS,33.12,"995,939.52","19,202,149.20",6.28,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-09-30
CONUS,16.87,"507,480.82","9,225,715.60",3.02,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-09-30
CONUS,2.09,"63,000.42","814,205.99",0.27,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-09-30
CONUS,58.99,"1,774,223.84","77,684,234.75",25.41,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-10-07
CONUS,48.34,"1,453,836.29","51,365,351.79",16.80,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-10-07
CONUS,33.60,"1,010,624.03","19,485,833.81",6.37,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-10-07
CONUS,16.75,"503,681.92","9,297,494.75",3.04,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-10-07
CONUS,2.07,"62,274.30","801,678.05",0.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-10-07
CONUS,59.94,"1,802,601.08","94,936,585.38",31.06,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-10-14
CONUS,46.50,"1,398,566.60","46,561,179.11",15.23,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-10-14
CONUS,34.12,"1,026,172.29","20,728,213.38",6.78,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-10-14
CONUS,17.52,"526,922.10","9,570,238.82",3.13,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-10-14
CONUS,2.04,"61,391.09","778,935.58",0.25,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-10-14
CONUS,61.11,"1,837,814.81","93,516,149.18",30.59,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-10-21
CONUS,46.62,"1,401,956.22","44,276,188.94",14.49,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-10-21
CONUS,34.56,"1,039,301.46","21,980,571.67",7.19,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-10-21
CONUS,17.28,"519,593.94","9,635,759.98",3.15,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-10-21
CONUS,2.04,"61,317.73","772,194.53",0.25,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-10-21
CONUS,62.87,"1,890,904.03","106,454,980.94",34.83,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-10-28
CONUS,48.73,"1,465,665.29","62,577,409.38",20.47,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-10-28
CONUS,35.06,"1,054,537.29","23,119,222.03",7.56,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-10-28
CONUS,18.28,"549,711.69","10,459,699.41",3.42,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-10-28
CONUS,2.54,"76,334.53","1,061,772.47",0.35,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-10-28
CONUS,61.59,"1,852,228.15","94,224,820.93",30.83,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-11-04
CONUS,47.90,"1,440,422.63","51,125,375.97",16.73,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-11-04
CONUS,33.88,"1,018,836.88","18,433,330.41",6.03,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-11-04
CONUS,18.36,"552,157.59","10,212,104.81",3.34,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-11-04
CONUS,2.61,"78,350.23","1,076,978.73",0.35,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-11-04
CONUS,61.60,"1,852,558.21","88,974,478.85",29.11,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-11-11
CONUS,48.84,"1,468,975.41","50,774,841.18",16.61,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-11-11
CONUS,34.10,"1,025,501.81","20,081,821.69",6.57,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-11-11
CONUS,18.45,"554,861.70","10,609,814.23",3.47,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-11-11
CONUS,3.34,"100,519.78","1,430,610.54",0.47,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-11-11
CONUS,60.15,"1,809,125.16","87,082,219.53",28.49,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-11-18
CONUS,48.41,"1,455,958.83","47,931,094.13",15.68,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-11-18
CONUS,33.69,"1,013,302.72","19,928,851.22",6.52,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-11-18
CONUS,17.71,"532,580.00","10,381,406.73",3.40,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-11-18
CONUS,3.18,"95,531.31","1,352,217.06",0.44,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-11-18
CONUS,58.78,"1,767,798.03","84,747,569.87",27.73,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-11-25
CONUS,47.93,"1,441,523.22","46,792,597.90",15.31,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-11-25
CONUS,33.55,"1,009,019.29","19,544,137.41",6.39,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-11-25
CONUS,17.65,"530,713.97","10,473,151.07",3.43,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-11-25
CONUS,3.29,"99,086.72","1,403,534.52",0.46,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-11-25
CONUS,57.97,"1,743,378.25","80,231,892.90",26.25,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-12-02
CONUS,47.76,"1,436,253.08","46,161,234.06",15.10,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-12-02
CONUS,33.57,"1,009,700.14","19,733,568.69",6.46,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-12-02
CONUS,17.27,"519,424.41","10,508,874.50",3.44,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-12-02
CONUS,3.35,"100,686.98","1,404,657.42",0.46,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-12-02
CONUS,58.59,"1,762,063.42","87,412,176.02",28.60,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-12-09
CONUS,47.89,"1,440,223.48","46,435,084.64",15.19,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-12-09
CONUS,33.75,"1,015,107.71","18,768,605.04",6.14,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-12-09
CONUS,17.19,"516,851.43","10,485,000.66",3.43,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-12-09
CONUS,3.30,"99,359.64","1,444,132.47",0.47,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-12-09
CONUS,56.59,"1,701,813.02","76,920,273.38",25.16,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-12-16
CONUS,47.53,"1,429,541.05","42,911,865.27",14.04,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-12-16
CONUS,33.95,"1,021,054.89","18,777,415.36",6.14,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-12-16
CONUS,17.56,"528,177.74","10,432,655.84",3.41,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-12-16
CONUS,3.37,"101,402.90","1,446,121.69",0.47,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-12-16
CONUS,57.47,"1,728,298.59","80,548,547.42",26.35,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-12-23
CONUS,47.54,"1,429,799.46","43,428,215.39",14.21,0.00,0.00,1,2,D1  ,"3,007,441.07",2003-12-23
CONUS,33.90,"1,019,487.11","18,423,517.92",6.03,0.00,0.00,1,3,D2  ,"3,007,441.07",2003-12-23
CONUS,17.64,"530,577.21","10,491,485.17",3.43,0.00,0.00,1,4,D3  ,"3,007,441.07",2003-12-23
CONUS,3.72,"111,982.69","1,610,525.98",0.53,0.00,0.00,1,5,D4  ,"3,007,441.07",2003-12-23
CONUS,56.18,"1,689,556.53","70,394,899.35",23.03,0.00,0.00,1,1,D0  ,"3,007,441.07",2003-12-30
