AreaOfInterest,AreaCurrentPercent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,AreaMiles,MapDate
CONUS,42.46,"1,276,861.70","65,072,729.02",21.29,0.00,0.00,1,3,D2  ,"3,007,441.07",2012-12-25
CONUS,21.60,"649,581.31","24,460,263.42",8.00,0.00,0.00,1,4,D3  ,"3,007,441.07",2012-12-25
CONUS,6.73,"202,435.41","4,696,903.16",1.54,0.00,0.00,1,5,D4  ,"3,007,441.07",2012-12-25
CONUS,72.78,"2,188,892.52","170,911,157.50",55.91,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-01-01
CONUS,61.10,"1,837,485.56","124,177,767.56",40.63,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-01-01
CONUS,42.05,"1,264,760.46","60,040,560.99",19.64,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-01-01
CONUS,21.31,"640,988.75","23,757,580.09",7.77,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-01-01
CONUS,6.75,"202,978.51","3,837,464.69",1.26,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-01-01
CONUS,71.74,"2,157,625.37","170,476,024.90",55.77,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-01-08
CONUS,60.26,"1,812,414.91","121,209,999.08",39.65,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-01-08
CONUS,41.71,"1,254,454.53","59,938,003.12",19.61,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-01-08
CONUS,20.80,"625,680.17","23,609,526.83",7.72,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-01-08
CONUS,6.70,"201,512.56","3,739,180.30",1.22,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-01-08
CONUS,70.15,"2,109,856.31","168,203,341.95",55.03,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-01-15
CONUS,58.87,"1,770,554.65","114,888,340.44",37.59,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-01-15
CONUS,40.30,"1,211,881.08","57,608,273.11",18.85,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-01-15
CONUS,19.39,"583,112.99","20,001,253.34",6.54,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-01-15
CONUS,6.31,"189,657.59","3,295,082.57",1.08,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-01-15
CONUS,69.78,"2,098,645.53","164,012,397.88",53.66,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-01-22
CONUS,57.64,"1,733,629.00","108,615,643.62",35.53,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-01-22
CONUS,40.07,"1,205,040.81","55,996,910.14",18.32,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-01-22
CONUS,19.31,"580,710.54","19,349,509.36",6.33,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-01-22
CONUS,6.36,"191,208.31","3,397,076.78",1.11,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-01-22
CONUS,69.73,"2,097,176.74","168,992,117.04",55.29,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-01-29
CONUS,57.68,"1,734,789.27","102,165,914.60",33.42,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-01-29
CONUS,40.61,"1,221,320.42","54,983,588.65",17.99,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-01-29
CONUS,19.35,"582,070.79","19,397,362.85",6.35,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-01-29
CONUS,6.37,"191,609.93","3,433,909.23",1.12,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-01-29
CONUS,67.97,"2,044,153.25","162,293,983.85",53.10,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-02-05
CONUS,56.84,"1,709,493.23","91,353,412.59",29.89,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-02-05
CONUS,40.13,"1,206,912.25","52,590,187.89",17.21,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-02-05
CONUS,19.10,"574,446.44","17,925,584.55",5.86,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-02-05
CONUS,6.85,"205,923.11","3,912,151.68",1.28,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-02-05
CONUS,65.89,"1,981,663.51","158,384,002.20",51.82,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-02-12
CONUS,55.74,"1,676,253.93","90,557,991.88",29.63,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-02-12
CONUS,37.75,"1,135,177.81","48,171,387.99",15.76,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-02-12
CONUS,17.71,"532,745.88","16,771,095.90",5.49,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-02-12
CONUS,6.61,"198,879.78","3,312,649.39",1.08,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-02-12
CONUS,66.85,"2,010,345.45","166,125,188.10",54.35,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-02-19
CONUS,55.82,"1,678,700.97","95,968,004.59",31.40,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-02-19
CONUS,37.41,"1,125,181.74","48,265,231.21",15.79,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-02-19
CONUS,18.66,"561,241.31","17,334,379.92",5.67,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-02-19
CONUS,6.66,"200,443.66","3,287,171.05",1.08,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-02-19
CONUS,66.38,"1,996,277.86","162,490,566.26",53.16,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-02-26
CONUS,54.17,"1,629,188.27","89,019,547.49",29.12,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-02-26
CONUS,36.35,"1,093,203.94","45,568,468.99",14.91,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-02-26
CONUS,16.96,"509,931.08","12,501,801.26",4.09,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-02-26
CONUS,5.45,"163,859.03","2,345,567.66",0.77,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-02-26
CONUS,65.67,"1,974,953.71","154,091,633.59",50.41,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-03-05
CONUS,53.34,"1,604,132.14","88,651,780.35",29.00,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-03-05
CONUS,36.44,"1,095,903.16","47,690,984.95",15.60,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-03-05
CONUS,17.04,"512,457.53","12,849,814.44",4.20,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-03-05
CONUS,5.45,"163,935.20","2,234,660.71",0.73,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-03-05
CONUS,63.67,"1,914,800.81","141,669,114.54",46.35,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-03-12
CONUS,51.38,"1,545,292.58","83,858,229.46",27.43,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-03-12
CONUS,34.94,"1,050,689.94","41,271,347.31",13.50,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-03-12
CONUS,16.51,"496,426.31","12,314,971.39",4.03,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-03-12
CONUS,5.28,"158,861.87","2,613,851.15",0.86,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-03-12
CONUS,65.24,"1,962,075.18","142,149,213.48",46.50,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-03-19
CONUS,51.86,"1,559,641.45","88,706,815.10",29.02,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-03-19
CONUS,35.45,"1,066,074.46","45,228,186.14",14.80,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-03-19
CONUS,16.85,"506,652.79","12,837,297.50",4.20,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-03-19
CONUS,5.40,"162,333.03","2,709,398.72",0.89,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-03-19
CONUS,65.04,"1,956,100.40","140,693,807.88",46.03,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-03-26
CONUS,51.64,"1,553,025.94","86,397,204.49",28.27,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-03-26
CONUS,35.19,"1,058,359.71","46,551,418.84",15.23,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-03-26
CONUS,16.86,"506,928.97","13,058,482.58",4.27,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-03-26
CONUS,5.10,"153,460.85","2,913,138.67",0.95,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-03-26
CONUS,66.71,"2,006,315.17","151,312,630.54",49.50,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-04-02
CONUS,51.92,"1,561,422.79","88,323,686.78",28.90,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-04-02
CONUS,35.31,"1,061,783.69","47,949,141.60",15.69,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-04-02
CONUS,17.13,"515,276.09","15,223,231.37",4.98,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-04-02
CONUS,5.20,"156,489.41","3,036,292.09",0.99,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-04-02
CONUS,64.65,"1,944,258.38","141,369,793.23",46.25,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-04-09
CONUS,50.82,"1,528,507.10","80,806,039.19",26.44,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-04-09
CONUS,35.13,"1,056,410.05","44,391,079.38",14.52,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-04-09
CONUS,16.71,"502,510.06","12,606,767.73",4.12,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-04-09
CONUS,3.38,"101,549.90","2,441,548.18",0.80,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-04-09
CONUS,61.68,"1,854,866.67","130,078,487.81",42.56,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-04-16
CONUS,47.82,"1,438,182.15","74,906,845.21",24.51,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-04-16
CONUS,32.10,"965,380.68","37,590,319.59",12.30,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-04-16
CONUS,14.57,"438,107.44","10,736,724.61",3.51,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-04-16
CONUS,2.58,"77,449.01","2,471,800.71",0.81,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-04-16
CONUS,60.21,"1,810,709.30","129,658,636.20",42.42,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-04-23
CONUS,47.34,"1,423,850.95","84,039,191.58",27.49,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-04-23
CONUS,31.75,"955,006.01","36,900,894.64",12.07,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-04-23
CONUS,14.72,"442,802.79","10,085,408.45",3.30,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-04-23
CONUS,2.59,"78,038.81","2,447,628.01",0.80,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-04-23
CONUS,60.12,"1,807,995.48","132,323,496.58",43.29,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-04-30
CONUS,46.90,"1,410,458.29","83,114,905.52",27.19,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-04-30
CONUS,32.73,"984,419.60","37,776,947.46",12.36,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-04-30
CONUS,13.96,"419,929.96","9,709,507.78",3.18,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-04-30
CONUS,3.40,"102,237.77","3,059,566.78",1.00,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-04-30
CONUS,62.42,"1,877,352.22","153,426,582.58",50.19,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-05-07
CONUS,48.06,"1,445,521.58","96,029,203.47",31.42,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-05-07
CONUS,32.89,"989,032.65","37,836,331.52",12.38,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-05-07
CONUS,14.12,"424,760.99","9,323,382.65",3.05,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-05-07
CONUS,4.38,"131,864.20","3,462,486.94",1.13,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-05-07
CONUS,61.73,"1,856,514.12","127,494,541.25",41.71,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-05-14
CONUS,47.67,"1,433,519.41","91,585,335.99",29.96,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-05-14
CONUS,32.30,"971,482.48","35,261,579.65",11.54,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-05-14
CONUS,13.64,"410,204.50","8,554,085.35",2.80,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-05-14
CONUS,4.40,"132,414.20","3,032,495.23",0.99,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-05-14
CONUS,60.94,"1,832,807.95","127,710,906.86",41.78,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-05-21
CONUS,46.07,"1,385,646.94","89,806,075.67",29.38,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-05-21
CONUS,31.16,"937,049.40","35,158,034.70",11.50,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-05-21
CONUS,12.64,"380,095.12","8,034,712.83",2.63,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-05-21
CONUS,4.94,"148,523.00","3,334,619.07",1.09,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-05-21
CONUS,56.88,"1,710,530.19","121,544,866.40",39.76,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-05-28
CONUS,44.34,"1,333,608.17","82,081,352.18",26.85,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-05-28
CONUS,29.57,"889,150.20","31,313,940.48",10.24,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-05-28
CONUS,11.75,"353,311.68","7,708,797.57",2.52,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-05-28
CONUS,4.75,"142,711.26","3,013,135.34",0.99,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-05-28
CONUS,54.99,"1,653,705.98","113,046,314.80",36.98,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-06-04
CONUS,44.11,"1,326,643.20","80,977,459.44",26.49,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-06-04
CONUS,28.50,"856,976.40","42,770,402.44",13.99,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-06-04
CONUS,11.44,"343,977.37","7,693,715.02",2.52,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-06-04
CONUS,4.79,"144,131.55","3,039,148.43",0.99,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-06-04
CONUS,53.07,"1,596,007.57","95,241,441.33",31.16,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-06-11
CONUS,44.13,"1,327,205.22","77,398,064.85",25.32,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-06-11
CONUS,28.44,"855,279.49","41,832,389.23",13.69,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-06-11
CONUS,11.36,"341,697.83","7,674,575.96",2.51,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-06-11
CONUS,4.69,"140,945.88","2,897,050.09",0.95,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-06-11
CONUS,53.27,"1,602,107.79","95,346,499.07",31.19,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-06-18
CONUS,44.78,"1,346,677.39","80,470,875.01",26.33,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-06-18
CONUS,30.04,"903,516.43","42,514,852.23",13.91,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-06-18
CONUS,12.61,"379,309.20","8,118,403.10",2.66,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-06-18
CONUS,4.38,"131,830.45","3,007,570.61",0.98,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-06-18
CONUS,51.33,"1,543,724.21","93,373,044.31",30.55,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-06-25
CONUS,43.84,"1,318,550.05","79,894,666.09",26.14,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-06-25
CONUS,32.04,"963,666.93","56,773,980.95",18.57,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-06-25
CONUS,13.14,"395,204.64","8,866,107.92",2.90,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-06-25
CONUS,4.37,"131,329.12","3,136,149.57",1.03,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-06-25
CONUS,50.89,"1,530,524.41","92,003,780.43",30.10,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-07-02
CONUS,44.06,"1,325,113.76","81,733,774.71",26.74,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-07-02
CONUS,32.95,"990,953.89","60,072,384.49",19.65,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-07-02
CONUS,13.57,"408,197.93","9,282,124.97",3.04,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-07-02
CONUS,4.68,"140,733.45","3,728,066.72",1.22,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-07-02
CONUS,52.38,"1,575,384.28","95,334,185.70",31.19,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-07-09
CONUS,44.86,"1,349,050.65","84,255,932.35",27.56,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-07-09
CONUS,33.61,"1,010,733.49","66,853,267.26",21.87,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-07-09
CONUS,13.84,"416,221.14","9,831,770.73",3.22,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-07-09
CONUS,4.67,"140,327.56","3,725,653.12",1.22,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-07-09
CONUS,54.40,"1,635,916.77","99,348,753.58",32.50,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-07-16
CONUS,46.13,"1,387,406.70","86,327,108.74",28.24,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-07-16
CONUS,34.28,"1,030,953.25","68,392,053.90",22.37,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-07-16
CONUS,13.34,"401,144.53","9,535,505.28",3.12,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-07-16
CONUS,4.34,"130,646.99","3,601,087.97",1.18,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-07-16
CONUS,58.30,"1,753,371.72","104,681,819.95",34.25,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-07-23
CONUS,46.55,"1,399,944.51","87,642,492.65",28.67,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-07-23
CONUS,33.37,"1,003,673.40","67,394,832.40",22.05,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-07-23
CONUS,12.54,"377,013.03","8,698,386.19",2.85,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-07-23
CONUS,3.83,"115,093.08","3,022,062.80",0.99,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-07-23
CONUS,57.24,"1,721,317.57","103,080,843.84",33.72,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-07-30
CONUS,45.64,"1,372,677.99","85,920,740.08",28.11,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-07-30
CONUS,32.44,"975,580.61","65,739,253.93",21.51,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-07-30
CONUS,11.80,"354,989.28","7,812,690.58",2.56,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-07-30
CONUS,3.17,"95,258.09","2,629,519.42",0.86,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-07-30
CONUS,57.40,"1,726,252.57","103,579,805.86",33.89,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-08-06
CONUS,45.50,"1,368,325.32","86,474,902.27",28.29,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-08-06
CONUS,32.32,"971,996.56","65,813,020.45",21.53,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-08-06
CONUS,11.98,"360,283.10","7,861,096.87",2.57,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-08-06
CONUS,2.77,"83,349.42","2,205,173.82",0.72,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-08-06
CONUS,57.30,"1,723,303.50","107,021,449.92",35.01,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-08-13
CONUS,45.26,"1,361,176.51","87,018,160.31",28.47,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-08-13
CONUS,31.58,"949,649.53","65,195,265.57",21.33,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-08-13
CONUS,11.77,"353,927.04","10,837,265.62",3.55,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-08-13
CONUS,2.03,"61,077.04","1,765,386.53",0.58,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-08-13
CONUS,59.98,"1,803,874.47","121,878,248.61",39.87,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-08-20
CONUS,45.62,"1,371,896.08","87,301,618.62",28.56,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-08-20
CONUS,32.23,"969,286.10","67,657,903.95",22.13,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-08-20
CONUS,10.54,"316,887.47","9,992,044.35",3.27,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-08-20
CONUS,1.32,"39,605.86","1,361,038.89",0.45,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-08-20
CONUS,62.35,"1,875,007.21","128,757,788.34",42.12,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-08-27
CONUS,50.04,"1,504,927.92","94,629,027.99",30.96,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-08-27
CONUS,33.37,"1,003,691.44","67,766,698.77",22.17,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-08-27
CONUS,10.54,"316,837.48","9,515,377.68",3.11,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-08-27
CONUS,1.32,"39,583.12","1,343,186.66",0.44,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-08-27
CONUS,61.72,"1,856,059.84","125,236,361.20",40.97,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-09-03
CONUS,50.10,"1,506,689.82","96,068,225.74",31.43,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-09-03
CONUS,32.40,"974,349.67","68,229,726.07",22.32,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-09-03
CONUS,9.86,"296,613.86","9,405,267.19",3.08,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-09-03
CONUS,1.25,"37,707.48","1,291,244.16",0.42,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-09-03
CONUS,63.75,"1,917,337.50","151,564,698.45",49.59,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-09-10
CONUS,50.69,"1,524,535.90","97,444,070.40",31.88,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-09-10
CONUS,33.28,"1,000,836.51","71,260,786.72",23.31,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-09-10
CONUS,10.15,"305,261.45","11,034,437.56",3.61,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-09-10
CONUS,1.25,"37,505.18","1,076,595.76",0.35,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-09-10
CONUS,64.10,"1,927,703.17","156,024,117.56",51.04,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-09-17
CONUS,48.19,"1,449,307.31","95,809,146.11",31.34,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-09-17
CONUS,28.35,"852,749.96","68,567,474.06",22.43,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-09-17
CONUS,6.85,"205,993.77","14,221,615.67",4.65,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-09-17
CONUS,0.43,"12,851.60","326,241.31",0.11,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-09-17
CONUS,61.95,"1,863,002.60","147,895,733.38",48.38,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-09-24
CONUS,45.46,"1,367,247.81","89,901,091.06",29.41,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-09-24
CONUS,25.33,"761,769.65","60,072,075.75",19.65,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-09-24
CONUS,4.33,"130,083.29","5,029,646.19",1.65,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-09-24
CONUS,0.31,"9,229.33","155,134.26",0.05,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-09-24
CONUS,60.43,"1,817,538.91","158,317,997.29",51.79,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-10-01
CONUS,41.21,"1,239,451.70","89,107,712.61",29.15,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-10-01
CONUS,20.70,"622,672.27","50,619,352.81",16.56,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-10-01
CONUS,3.06,"92,046.19","4,183,729.15",1.37,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-10-01
CONUS,0.29,"8,797.93","101,929.83",0.03,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-10-01
CONUS,57.77,"1,737,365.38","149,130,826.76",48.79,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-10-08
CONUS,38.59,"1,160,543.86","82,122,772.81",26.87,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-10-08
CONUS,19.60,"589,407.14","49,657,880.03",16.25,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-10-08
CONUS,2.91,"87,468.33","4,108,991.50",1.34,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-10-08
CONUS,0.29,"8,797.93","101,929.83",0.03,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-10-08
CONUS,54.76,"1,647,000.19","141,864,926.78",46.41,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-10-15
CONUS,36.71,"1,104,176.83","79,987,817.97",26.17,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-10-15
CONUS,18.13,"545,192.76","47,615,850.57",15.58,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-10-15
CONUS,2.75,"82,806.71","3,762,631.68",1.23,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-10-15
CONUS,0.29,"8,797.93","101,929.83",0.03,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-10-15
CONUS,54.96,"1,652,876.14","147,681,330.63",48.31,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-10-22
CONUS,35.00,"1,052,676.08","80,209,653.78",26.24,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-10-22
CONUS,18.12,"545,007.87","47,535,351.76",15.55,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-10-22
CONUS,2.82,"84,784.86","3,759,769.95",1.23,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-10-22
CONUS,0.30,"9,098.83","133,220.02",0.04,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-10-22
CONUS,55.87,"1,680,185.58","154,513,415.87",50.55,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-10-29
CONUS,34.70,"1,043,541.23","93,513,327.66",30.59,0.00,0.00,1,2,D1  ,"3,007,441.07",2013-10-29
CONUS,18.07,"543,371.67","46,842,141.65",15.32,0.00,0.00,1,3,D2  ,"3,007,441.07",2013-10-29
CONUS,2.83,"84,964.73","3,753,966.17",1.23,0.00,0.00,1,4,D3  ,"3,007,441.07",2013-10-29
CONUS,0.30,"9,098.83","133,220.02",0.04,0.00,0.00,1,5,D4  ,"3,007,441.07",2013-10-29
CONUS,55.12,"1,657,591.90","152,406,346.20",49.86,0.00,0.00,1,1,D0  ,"3,007,441.07",2013-11-05
