RegionalClimateCenterId,PercentCurrent,AreaCurrent,PopulationCurrent,PopulationCurrentPercent,PercentChangeFromWAve,AreaChangeFromWAve,StatisticFormatID,USDMLevelID,USDMLevel,Name,AreaMiles,MapDate
2,1.02,"5,075.20",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-10-03
2,0.36,"1,803.68",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2017-10-03
2,44.22,"220,580.18",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-10-10
2,9.99,"49,831.35",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-10-10
2,0.22,"1,112.58",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-10-10
2,30.80,"153,662.18",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-10-17
2,7.41,"36,985.94",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-10-17
2,0.04,222.78,0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-10-17
2,25.44,"126,912.77",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-10-24
2,7.46,"37,201.75",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-10-24
2,22.08,"110,125.16",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-10-31
2,7.17,"35,783.56",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-10-31
2,19.11,"95,347.65",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-11-07
2,7.03,"35,089.51",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-11-07
2,1.24,"6,204.65",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-11-07
2,18.32,"91,393.80",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-11-14
2,6.76,"33,730.26",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-11-14
2,2.40,"11,964.23",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-11-14
2,17.92,"89,390.84",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-11-21
2,6.98,"34,837.79",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-11-21
2,2.40,"11,964.23",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-11-21
2,18.16,"90,589.71",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-11-28
2,6.98,"34,837.79",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-11-28
2,2.40,"11,964.23",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-11-28
2,20.63,"102,926.97",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-12-05
2,7.15,"35,673.82",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-12-05
2,3.49,"17,395.61",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-12-05
2,27.31,"136,221.30",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-12-12
2,7.31,"36,448.83",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-12-12
2,3.52,"17,578.36",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-12-12
2,0.18,901.19,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2017-12-12
2,35.12,"175,202.09",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-12-19
2,8.68,"43,279.70",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-12-19
2,3.52,"17,578.45",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-12-19
2,0.18,901.23,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2017-12-19
2,29.82,"148,746.74",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2017-12-26
2,8.67,"43,266.82",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2017-12-26
2,3.42,"17,051.44",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2017-12-26
2,0.18,901.16,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2017-12-26
2,30.07,"149,991.38",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-01-02
2,9.46,"47,169.53",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-01-02
2,3.44,"17,173.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-01-02
2,0.18,901.16,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-01-02
2,30.15,"150,408.71",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-01-09
2,9.46,"47,169.53",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-01-09
2,3.44,"17,173.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-01-09
2,0.18,901.16,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-01-09
2,34.05,"169,885.68",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-01-16
2,9.46,"47,169.53",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-01-16
2,3.44,"17,173.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-01-16
2,0.18,901.16,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-01-16
2,34.18,"170,523.62",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-01-23
2,11.36,"56,675.70",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-01-23
2,3.44,"17,173.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-01-23
2,0.18,901.16,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-01-23
2,35.14,"175,324.02",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-01-30
2,12.52,"62,465.10",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-01-30
2,3.44,"17,173.79",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-01-30
2,0.18,901.13,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-01-30
2,35.72,"178,173.19",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-02-06
2,13.04,"65,042.77",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-02-06
2,3.44,"17,168.13",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-02-06
2,0.18,901.13,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-02-06
2,33.12,"165,248.68",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-02-13
2,14.42,"71,958.06",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-02-13
2,4.05,"20,199.58",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-02-13
2,0.78,"3,899.89",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-02-13
2,27.56,"137,508.03",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-02-20
2,13.00,"64,868.90",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-02-20
2,3.24,"16,166.58",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-02-20
2,0.72,"3,589.36",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-02-20
2,20.14,"100,487.34",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-02-27
2,4.15,"20,685.25",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-02-27
2,18.49,"92,254.01",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-03-06
2,2.91,"14,529.16",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-03-06
2,18.41,"91,851.39",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-03-13
2,2.92,"14,554.03",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-03-13
2,14.31,"71,368.38",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-03-20
2,2.69,"13,436.01",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-03-20
2,16.79,"83,773.13",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-03-27
2,2.56,"12,788.95",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-03-27
2,13.64,"68,063.71",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-04-03
2,2.37,"11,819.04",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-04-03
2,13.48,"67,222.68",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-04-10
2,2.24,"11,184.68",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-04-10
2,7.64,"38,115.15",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-04-17
2,2.22,"11,062.76",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-04-17
2,8.04,"40,093.99",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-04-24
2,3.19,"15,922.36",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-04-24
2,10.56,"52,693.17",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-05-01
2,4.15,"20,678.79",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-05-01
2,21.41,"106,795.51",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-05-08
2,3.97,"19,807.78",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-05-08
2,25.38,"126,632.13",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-05-15
2,4.45,"22,200.50",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-05-15
2,24.26,"121,016.25",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-05-22
2,4.38,"21,841.42",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-05-22
2,24.22,"120,834.50",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-05-29
2,3.60,"17,976.65",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-05-29
2,0.21,"1,071.70",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-05-29
2,23.00,"114,737.56",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-06-05
2,3.78,"18,865.19",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-06-05
2,0.50,"2,511.90",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-06-05
2,24.40,"121,710.59",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-06-12
2,4.81,"23,989.04",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-06-12
2,1.03,"5,117.88",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-06-12
2,15.52,"77,439.79",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-06-19
2,5.37,"26,780.72",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-06-19
2,2.25,"11,207.69",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-06-19
2,17.45,"87,076.61",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-06-26
2,6.34,"31,635.26",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-06-26
2,2.47,"12,319.12",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-06-26
2,16.43,"81,979.48",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-07-03
2,6.89,"34,374.72",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-07-03
2,2.68,"13,379.90",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-07-03
2,19.76,"98,599.64",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-07-10
2,7.98,"39,809.70",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-07-10
2,3.71,"18,513.19",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-07-10
2,1.15,"5,726.98",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-07-10
2,22.37,"111,604.84",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-07-17
2,8.67,"43,233.24",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-07-17
2,3.94,"19,650.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-07-17
2,1.54,"7,664.66",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-07-17
2,35.49,"177,039.13",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-07-24
2,10.97,"54,719.30",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-07-24
2,4.86,"24,250.10",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-07-24
2,2.27,"11,321.45",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-07-24
2,35.62,"177,718.02",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-07-31
2,14.05,"70,097.72",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-07-31
2,4.87,"24,292.33",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-07-31
2,2.53,"12,641.29",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-07-31
2,36.98,"184,492.81",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-08-07
2,16.16,"80,594.40",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-08-07
2,6.58,"32,836.19",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-08-07
2,2.80,"13,987.29",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-08-07
2,0.03,161.02,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-08-07
2,43.47,"216,865.45",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-08-14
2,19.42,"96,862.24",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-08-14
2,8.22,"41,031.60",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-08-14
2,3.65,"18,211.41",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-08-14
2,0.77,"3,859.02",0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-08-14
2,41.97,"209,374.82",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-08-21
2,18.39,"91,722.52",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-08-21
2,7.51,"37,441.21",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-08-21
2,2.66,"13,294.38",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-08-21
2,0.65,"3,246.21",0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-08-21
2,37.92,"189,155.61",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-08-28
2,16.34,"81,537.30",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-08-28
2,7.06,"35,213.78",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-08-28
2,2.03,"10,123.17",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-08-28
2,0.56,"2,781.99",0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-08-28
2,27.71,"138,247.99",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-09-04
2,12.14,"60,577.87",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-09-04
2,3.37,"16,805.09",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-09-04
2,0.95,"4,725.13",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-09-04
2,0.01,69.20,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-09-04
2,19.98,"99,692.11",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-09-11
2,8.63,"43,066.17",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-09-11
2,1.72,"8,557.35",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-09-11
2,0.37,"1,832.50",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-09-11
2,0.01,57.49,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-09-11
2,19.98,"99,651.51",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-09-18
2,8.63,"43,069.83",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-09-18
2,1.71,"8,545.74",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-09-18
2,0.37,"1,832.50",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-09-18
2,0.01,57.49,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-09-18
2,18.74,"93,472.37",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-09-25
2,8.55,"42,671.41",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-09-25
2,1.71,"8,545.74",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-09-25
2,0.37,"1,832.50",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-09-25
2,0.01,57.49,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-09-25
2,16.96,"84,606.72",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-10-02
2,8.42,"41,994.34",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-10-02
2,1.71,"8,545.74",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-10-02
2,0.37,"1,832.50",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2018-10-02
2,0.01,57.49,0.00,0.00,0.00,0.00,1,5,D4  ,Midwest,"498,865.30",2018-10-02
2,9.94,"49,589.21",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-10-09
2,2.37,"11,841.83",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-10-09
2,0.14,720.11,0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2018-10-09
2,6.56,"32,705.12",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-10-16
2,0.43,"2,153.53",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-10-16
2,6.56,"32,705.12",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-10-23
2,0.18,895.13,0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-10-23
2,5.60,"27,931.18",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-10-30
2,0.14,722.57,0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-10-30
2,2.21,"11,004.60",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-11-06
2,0.01,57.20,0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-11-06
2,2.02,"10,089.45",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-11-13
2,1.86,"9,287.97",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-11-20
2,3.02,"15,074.61",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-11-27
2,1.94,"9,672.26",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-12-04
2,2.00,"9,971.36",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-12-11
2,0.38,"1,900.64",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-12-11
2,2.00,"9,994.64",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-12-18
2,0.40,"1,994.14",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-12-18
2,2.50,"12,493.55",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2018-12-25
2,0.40,"1,994.14",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2018-12-25
2,0.73,"3,619.60",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-01-01
2,0.50,"2,502.36",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-01-08
2,0.33,"1,625.45",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-01-15
2,0.33,"1,625.45",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-01-22
2,0.33,"1,625.45",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-01-29
2,0.28,"1,372.00",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-02-05
2,0.28,"1,372.00",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-02-12
2,0.28,"1,372.00",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-02-19
2,1.21,"6,046.46",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-05-21
2,3.97,"19,814.49",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-05-28
2,4.03,"20,103.91",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-06-04
2,2.04,"10,183.35",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-06-11
2,3.14,"15,674.31",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-06-18
2,2.97,"14,813.70",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-06-25
2,3.91,"19,520.85",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-07-02
2,4.51,"22,493.82",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-07-09
2,2.18,"10,890.48",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-07-16
2,5.34,"26,653.84",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-07-23
2,8.03,"40,081.61",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-07-30
2,15.83,"78,972.53",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-08-06
2,22.05,"109,982.01",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-08-13
2,1.84,"9,201.18",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-08-13
2,26.04,"129,922.96",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-08-20
2,2.54,"12,673.59",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-08-20
2,24.63,"122,851.76",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-08-27
2,2.56,"12,769.56",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-08-27
2,25.65,"127,972.38",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-09-03
2,5.03,"25,077.81",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-09-03
2,24.72,"123,339.81",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-09-10
2,6.21,"30,965.50",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-09-10
2,22.23,"110,908.68",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-09-17
2,5.39,"26,867.82",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-09-17
2,26.59,"132,623.93",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-09-24
2,7.80,"38,914.59",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-09-24
2,0.81,"4,015.96",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2019-09-24
2,25.94,"129,418.43",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-10-01
2,11.99,"59,807.33",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-10-01
2,5.07,"25,299.87",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2019-10-01
2,0.32,"1,613.31",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2019-10-01
2,23.70,"118,234.21",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-10-08
2,10.50,"52,379.11",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-10-08
2,1.48,"7,403.66",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2019-10-08
2,0.09,436.60,0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2019-10-08
2,22.08,"110,140.63",0.00,0.00,0.00,0.00,1,1,D0  ,Midwest,"498,865.30",2019-10-15
2,10.42,"51,974.95",0.00,0.00,0.00,0.00,1,2,D1  ,Midwest,"498,865.30",2019-10-15
2,1.83,"9,133.47",0.00,0.00,0.00,0.00,1,3,D2  ,Midwest,"498,865.30",2019-10-15
2,0.33,"1,624.69",0.00,0.00,0.00,0.00,1,4,D3  ,Midwest,"498,865.30",2019-10-15
